type,geometry_type,geometry_coordinates,properties_state,properties_code,properties_name,properties_zone,properties_address,geometry
Feature,Point,"[79.484397, 23.033843]",Madhya Pradesh,SRID,SHRIDHAM,WCR,"Shridham, Madhya Pradesh",
Feature,Point,"[77.94977499999999, 22.613017999999997]",Madhya Pradesh,SQL,SONTALAI,WCR,"Itarsi, Madhya Pradesh",
Feature,Point,"[76.773299, 28.781933000000002]",Haryana,SPZ,SAMPLA,NR,"Sampla, Haryana",
Feature,Point,"[72.177296, 23.796393]",Gujarat,SNHR,SANKHAI,WR,"Patan, Gujarat",
Feature,Point,"[95.160918, 27.110416]",Assam,SPK,SAPEKHATI,NFR,"Moran to Naharkatiya Rd, Assam",
Feature,Point,"[77.031581, 26.081657]",Rajasthan,SPRA,Sillipur,NCR,"State Highway 2, Rajasthan",
Feature,Point,"[72.84133899999999, 19.082018]",Maharashtra,STC,SANTA CRUZ,WR,"Mumbai, Maharashtra",
Feature,Point,"[73.9546461121, 18.4732023111]",Maharashtra,SSV,SASVAD ROAD,CR,"Sasvad, Maharashtra",
Feature,Point,"[86.603023, 26.117556999999998]",Bihar,SOU,Supaul,ECR,"Supaul, Bihar",
Feature,Point,"[71.957197, 21.724798000000003]",Gujarat,SOJN,SIHOR GUJARAT,WR,"Shihor, Gujarat",
Feature,Point,"[79.41302, 20.800933]",,KRNG,Kargaon Halt,,,
Feature,Point,"[79.990982, 28.572634]",Uttar Pradesh,SNDY,SANDAI,NER,"Sandai, Uttar Pradesh",
Feature,Point,"[73.67934, 16.111322]",Maharashtra,SNDD,SINDHUDURG,KR,"Oros, Maharashtra",
Feature,Point,"[81.822277, 25.548656]",Uttar Pradesh,SPGL,Sarai Gopal,NR,"Allahabad Bypass, Uttar Pradesh",
Feature,Point,"[79.56736599999999, 28.543189]",Uttar Pradesh,STH,Sethal,NER,"Bareilly, Uttar Pradesh",
Feature,Point,"[84.52704197999999, 25.395161271299997]",Bihar,SRMN,Semraon,ECR,"State Highway 12, Bihar",
Feature,Point,"[80.647908, 16.525488]",Andhra Pradesh,STPM,S NARAYANAPURAM,SCR,"Vijayawada, Andhra Pradesh",
Feature,Point,"[88.272502, 22.524414]",West Bengal,SSP,Santoshpur,ER,"Kolkata, West Bengal",
Feature,Point,"[86.47988299999999, 23.660992]",Jharkhand,SNDT,Sindri Town,?,"Sindri, Jharkhand",
Feature,Point,"[78.748798, 27.883694]",Uttar Pradesh,SRN,Soron,NER,"Soron, Uttar Pradesh",
Feature,Point,"[73.01247500000001, 22.602487999999997]",Gujarat,SNA,Sadanapura,WR,"Sadanapura, Gujarat",
Feature,Point,"[84.97751000000001, 25.006278000000002]",,WW,Wanabar,?,,
Feature,Point,"[88.434523, 22.346539999999997]",West Bengal,SSRD,Shasan Road,ER,"Baruipur, West Bengal",
Feature,Point,"[87.90811500000001, 22.301973999999998]",West Bengal,SMTG,Saheed Matangini,SER,"Medinipur, West Bengal",
Feature,Point,"[76.70038600000001, 25.675538]",Madhya Pradesh,SOE,Sheopur Kalan,NCR,"Sheopur, Madhya Pradesh",
Feature,Point,"[74.824623, 28.179883999999998]",Rajasthan,SMNN,Shri Makri Nath Nagar,NWR,"Churu, Rajasthan",
Feature,Point,"[80.609091, 16.245325]",Andhra Pradesh,AKU,ANGALAKUDURU,SCR,"Coastal Andhra Region, Andhra Pradesh",
Feature,Point,"[79.4413220264, 25.289429766]",Uttar Pradesh,GTI,GHUTAI,NCR,"National Highway 76, Uttar Pradesh",
Feature,Point,"[77.425499, 27.177901]",Rajasthan,SWAR,SEWAR,WCR,"Bharatpur, Rajasthan",
Feature,Point,"[72.468139, 27.052218]",Rajasthan,STSN,SHAITAN SINGH NAGAR,NWR,"State Highway 61, Rajasthan",
Feature,Point,"[88.126194, 23.79372]",West Bengal,MHTR,MALIHATI TALIBPUR ROAD,ER,"Rd, West Bengal",
Feature,Point,"[76.605353, 27.18282]",Rajasthan,SRRG,SURERGOTH,NWR,"State Highway 25, Rajasthan",
Feature,Point,"[71.31266699999999, 21.335082]",Gujarat,SVKD,SAVAR KUNDLA,WR,"Savar Kundla, Gujarat",
Feature,Point,"[78.846279, 28.431279]",Uttar Pradesh,SSKA,SISARKA,NR,"State Highway 43, Uttar Pradesh",
Feature,Point,"[74.624105, 25.697556000000002]",Rajasthan,SSR,SARERI,NWR,"National Highway 79, Rajasthan",
Feature,Point,"[83.032634, 25.375998]",Uttar Pradesh,SRNT,SARNATH,NER,"Varanasi, Uttar Pradesh",
Feature,Point,"[77.048971, 20.674328]",Maharashtra,SVW,SHIVNI SHIVAPUR,SCR,"Akola, Maharashtra",
Feature,Point,"[73.939328, 15.291947]",Goa,SRVX,SURAVALI,KR,"Margao, Goa",
Feature,Point,"[72.394212, 23.542306999999997]",Gujarat,SXS,SHOBHASAN,WR,"State Highway 41, Gujarat",
Feature,Point,"[85.79053, 21.500203]",Orissa,STBJ,Sitabanji,ECoR,"National Highway 215, Orissa",
Feature,Point,"[74.10866, 15.264064]",Goa,SVM,SANVERDAM CHUCH,SWR,"Curchorem, Goa",
Feature,Point,"[74.67814298520001, 16.001728105999998]",Karnataka,SUL,SULADHAL,SWR,"Belagavi, Karnataka",
Feature,,,Rajasthan,SURR,Surera,NWR,"Surera, Rajasthan",
Feature,Point,"[88.468742, 26.880144]",West Bengal,SVQ,SIVOK,NFR,"Sevoke, West Bengal",
Feature,Point,"[80.294121, 16.309801]",,VMLD,VEMULURIPADU,,,
Feature,,,Maharashtra,SWQ,Sangwi,CR,"Sangwi, Maharashtra",
Feature,Point,"[75.54695000000001, 31.095558]",Punjab,SWG,Sidhwan,NR,"Sidhwan, Punjab",
Feature,Point,"[85.952587, 25.132853]",Bihar,SRY,SIRARI,ECR,"State Highway 6, Bihar",
Feature,Point,"[74.679664, 30.917223]",Punjab,SWX,Saidanwala,NR,"Saidanwala, Punjab",
Feature,Point,"[78.49906899999999, 9.852970000000001]",Tamil Nadu,SVGA,Sivaganga,SR,"SH 33, Tamil Nadu",
Feature,Point,"[75.034944, 29.539153]",Haryana,SSA,Sirsa,NWR,"Sirsa, Haryana",
Feature,Point,"[73.00914999999999, 24.11526]",,MQA,Matoda,,,
Feature,Point,"[70.471495, 20.994517]",Gujarat,SVB,Savni,WR,"Maljinjava, Gujarat",
Feature,Point,"[84.34871700000001, 26.226705]",Bihar,SVC,Siwan Kachari,NER,"Siwan, Bihar",
Feature,Point,"[77.906323, 8.622475999999999]",Tamil Nadu,SVV,Srivaikuntam,SR,"Thoothukudi, Tamil Nadu",
Feature,Point,"[81.65894399999999, 16.535628999999997]",Andhra Pradesh,SVDC,Sivadevunichkla,SCR,"P.P.Road, Andhra Pradesh",
Feature,Point,"[75.966232, 28.382338]",Haryana,STNL,Satnali,NWR,"Satnali, Haryana",
Feature,Point,"[71.2281676154, 21.6079811042]",Gujarat,AEP,Amreli Para,WR,"Amreli, Gujarat",
Feature,Point,"[74.572957, 18.306268]",Maharashtra,SSF,Sirsuphal,CR,"Daund, Maharashtra",
Feature,Point,"[76.074567, 22.17581]",Madhya Pradesh,SWD,Sanawad,WR,"Sanawad, Madhya Pradesh",
Feature,Point,"[76.612939, 29.389883]",Haryana,SXE,SILA KHERI HALT,NR,"Jind, Haryana",
Feature,,,Tamil Nadu,TAM,Tilaivilagam,SR,"Pattukkotai-Thiruthuraipoondi Rd, Tamil Nadu",
Feature,Point,"[88.915553, 22.587179]",West Bengal,TKF,Taki Road,ER,"Taki, West Bengal",
Feature,Point,"[78.746072, 10.623543]",Tamil Nadu,TNLR,Thondaimanallur,SR,"Nallur, Tamil Nadu",
Feature,Point,"[76.15003700000001, 18.352916]",Maharashtra,TER,THAIR,CR,"State Highway 77, Maharashtra",
Feature,,,Tamil Nadu,TCT,Tiruchitrambalam,SR,"Musiri - Kulithalai - Manapparai - Pudukottai - Alangudi - Peravoorani - Sethubavachatram Rd, Tamil Nadu",
Feature,Point,"[79.726353, 11.240305]",Tamil Nadu,SY,SIRKAZHI,SR,"Sirkazhi, Tamil Nadu",
Feature,Point,"[88.680184, 23.38018]",West Bengal,TNX,Tarak Nagar,ER,"Shivniwas Rd, West Bengal",
Feature,Point,"[75.366053, 30.302839]",Punjab,TAPA,TAPA,NR,"Tapa Mandi, Punjab",
Feature,Point,"[81.97958463810001, 25.5394209652]",Uttar Pradesh,SYC,SARAI CHANDI,NR,"Phulpur, Uttar Pradesh",
Feature,,,Kerala,THZI,Takazhi,SR,"Takazhi, Kerala",
Feature,,,Haryana,TJNR,Taj Nagar,NR,"Gurgaon, Haryana",
Feature,Point,"[87.9344515665, 24.7176851264]",West Bengal,SXP,SANKOPARA,ER,"State Highway 5, West Bengal",
Feature,Point,"[77.2294, 22.375860000000003]",Madhya Pradesh,TBN,TIMARNI,WCR,"Timarni, Madhya Pradesh",
Feature,Point,"[69.7297354559, 22.2346247943]",Gujarat,SYQ,SINHAN,WR,"SH 6, Gujarat",
Feature,Point,"[74.50160639360547, 29.54286582323833]",Rajasthan,TIBI,Tibi,NWR,"Tibi, Rajasthan",
Feature,Point,"[77.72944226749999, 8.7841938937]",Tamil Nadu,TAY,TALAIYUTHU,SR,"Thalaiyuthu, Tamil Nadu",
Feature,Point,"[77.707979, 8.73636]",Tamil Nadu,TEN,TIRUNELVELI,SR,"Tirunelveli, Tamil Nadu",
Feature,Point,"[83.23297400000001, 25.539724]",Uttar Pradesh,SYH,SAIYEDPUR BHTRI,NER,"Saidpur, Uttar Pradesh",
Feature,Point,"[75.964562, 14.399208]",Karnataka,THN,TOLAHUNSE,SWR,"Tholahunase, Karnataka",
Feature,Point,"[93.862021, 26.195595]",Assam,SZR,SARUPATHAR,NFR,"Sarupathar Road Thana Rd, Assam",
Feature,Point,"[76.733005, 24.773701]",Rajasthan,SYL,SALPURA,WCR,"Kawari, Rajasthan",
Feature,Point,"[72.889577, 26.554730000000003]",Rajasthan,TIW,TIVARI,NWR,"Tinwari, Rajasthan",
Feature,Point,"[75.880597, 10.97954]",Kerala,TA,TANUR,SR,"Malappuram, Kerala",
Feature,,,Rajasthan,TLI,Tulwara Jhil,NWR,"Tibi Railway Station, Rajasthan",
Feature,Point,"[85.75594199999999, 22.358169]",Jharkhand,TABU,Talaburu,SER,"National Highway 75, Jharkhand",
Feature,,,Tamil Nadu,TNK,Tirunellikaval,SR,"State Highway 23, Tamil Nadu",
Feature,Point,"[76.571554, 28.262787]",Haryana,KGBS,Kishangarh Balawas,NWR,"Kishengarh, Haryana",
Feature,Point,"[92.245466, 24.465833]",Tripura,TBX,Tilbhum,NFR,"National Highway 44, Tripura",
Feature,Point,"[81.61636, 16.680149999999998]",Andhra Pradesh,AL,ATTILI,SCR,"West Godavari, Andhra Pradesh",
Feature,Point,"[88.60875899999999, 22.343647]",West Bengal,TLX,Taldi,ER,"Taldi Station Rd, West Bengal",
Feature,Point,"[79.677055, 13.023783]",Tamil Nadu,TKO,TAKKOLAM,SR,"Arakkonam, Tamil Nadu",
Feature,Point,"[85.038112915, 25.3552301906]",Bihar,TEA,Taregna,ECR,"Taregna, Bihar",
Feature,Point,"[91.617734, 23.861247]",Tripura,TLMR,Teliamura,NFR,"Teliamura, Tripura",
Feature,Point,"[87.0262456, 24.8058876]",Bihar,TELY,Telia,?,"Telia, Bihar",
Feature,Point,"[73.01452424259999, 26.139957444700002]",Rajasthan,SZ,SALAWAS,NWR,"Luni, Rajasthan",
Feature,Point,"[86.657383, 26.218533]",Bihar,TB,Tharbitia,ECR,"State Highway 76, Bihar",
Feature,Point,"[85.52720500000001, 25.171993]",Bihar,TNGI,Tungi Halt,?,"Bihar Sharif, Bihar",
Feature,Point,"[78.117118, 8.501774]",Tamil Nadu,TCN,Tiruchendur,SR,"Tiruchchendur, Tamil Nadu",
Feature,Point,"[83.60210496000946, 25.571721452321867]",Uttar Pradesh,TRG,Tarighat,ECR,"Ghazipur, Uttar Pradesh",
Feature,Point,"[80.86436, 24.99538]",Madhya Pradesh,TKYR,TIKARIA,WCR,"MDR 11, Madhya Pradesh",
Feature,Point,"[76.4437843848, 21.9272990641]",Madhya Pradesh,TLV,TALVADYA,WCR,"East Nimar, Madhya Pradesh",
Feature,Point,"[75.16145411878824, 29.101436164956112]",Rajasthan,TSD,Tahsil Bhadra,NWR,"Bhadra, Rajasthan",
Feature,Point,"[74.86933565, 16.84890756]",Maharashtra,BLNK,BELANKI,CR,"Jath Rd, Maharashtra",
Feature,Point,"[74.590775, 20.06888]",Maharashtra,TR,TARU,SCR,"Rotegaon Railway Station, Maharashtra",
Feature,Point,"[77.64430899999999, 29.766916000000002]",Uttar Pradesh,THJ,TALHERI BUZURG,NR,"SH 59, Uttar Pradesh",
Feature,Point,"[85.401101, 24.821998]",Bihar,TIA,TILAYA,ECR,"State Highway 8, Bihar",
Feature,Point,"[76.475987, 13.256152]",Karnataka,TTR,TIPTUR,SWR,"Tiptur, Karnataka",
Feature,Point,"[77.10243899999999, 13.333033]",Karnataka,TK,TUMKUR,SWR,"Tumkur, Karnataka",
Feature,Point,"[75.904581, 29.7266]",Haryana,TUN,TOHANA,NR,"Tohana, Haryana",
Feature,Point,"[91.9222836917, 26.234006114]",Assam,TKC,THAKURKUCHI,NFR,"Hatisila, Assam",
Feature,Point,"[78.145808, 8.808373999999999]",Tamil Nadu,TME,TUTI MELUR,SR,"Thoothukudi, Tamil Nadu",
Feature,Point,"[94.199758, 26.602048]",Assam,TTB,TITABAR,NFR,"Titabor, Assam",
Feature,Point,"[74.36337599999999, 17.129756]",Maharashtra,TKR,TAKARI,CR,"Sangli, Maharashtra",
Feature,Point,"[78.69366422, 10.80725953]",Tamil Nadu,TPE,TIRUCHIRAPPALLI PALAKKARAI,SR,"Tiruchirapalli, Tamil Nadu",
Feature,,,Maharashtra,TPN,Tapona,CR,"Tapona, Maharashtra",
Feature,Point,"[86.9932459985, 25.108394454899997]",Bihar,TKLE,Tikani,ER,"Tikani, Bihar",
Feature,,,Tamil Nadu,TTP,Tiruturaipudi Junction,SR,"Thiruthuraipoondi, Tamil Nadu",
Feature,Point,"[73.694891, 29.353194]",Rajasthan,SRPR,SARUPSAR JN,NWR,"MDR 103, Rajasthan",
Feature,Point,"[85.31541102290001, 25.688767621]",Bihar,AYRN,AKSHAYWAT RAI NAGAR,ECR,"Vaishali, Bihar",
Feature,Point,"[74.914093, 14.214011]",Karnataka,TLGP,Talguppa,SWR,"Talaguppa, Karnataka",
Feature,Point,"[74.92363399999999, 30.861364000000002]",Punjab,TWB,Talwandi,NR,"Talwandi Bhai, Punjab",
Feature,Point,"[74.086947, 30.463401]",Punjab,TQL,Theh Qalandar,NR,"State Highway 20, Punjab",
Feature,Point,"[80.836307, 16.485676]",Andhra Pradesh,TGU,TARIGOPPULA,SCR,"Krishna, Andhra Pradesh",
Feature,Point,"[73.87610400000001, 15.62955]",Goa,THVM,THIVIM,KR,"North Goa, Goa",
Feature,Point,"[75.812209, 13.710886]",Karnataka,TKE,Tarikere Junction,SWR,"Tarikere, Karnataka",
Feature,Point,"[74.829167, 12.963579000000001]",Karnataka,TOK,THOKUR,KR,"Mangalore, Karnataka",
Feature,Point,"[74.858222, 12.818211]",Karnataka,TKOT,TOKKOTTU,SR,"Ullal, Karnataka",
Feature,Point,"[75.492987, 11.75314]",Kerala,TLY,THALASSERY,SR,"Kannur, Kerala",
Feature,Point,"[75.92186500000001, 10.917757]",Kerala,TIR,TIRUR,SR,"Malappuram, Kerala",
Feature,Point,"[80.24008199999999, 12.978438]",Tamil Nadu,TRMN,Taramani,SR,"Chennai, Tamil Nadu",
Feature,Point,"[85.925812, 21.164083]",Orissa,TGRL,Tangiriapal,ECoR,"Orissa, Orissa",
Feature,Point,"[84.394398, 26.438991]",Bihar,THE,Thawe Junction,NER,"Gopalganj, Bihar",
Feature,Point,"[76.824336, 29.966374000000002]",Haryana,TNDE,Thanesar City,NR,"Haryana, Haryana",
Feature,Point,"[80.13844220089999, 21.9959060669]",Madhya Pradesh,TTW,Titwa,SECR,"Lamta, Madhya Pradesh",
Feature,Point,"[87.91914399999999, 22.275813]",West Bengal,TMZ,Tamluk,SER,"Tamluk, West Bengal",
Feature,Point,"[74.487037, 27.824805]",Rajasthan,TLC,Talchhapar,NWR,"Sujangarh, Rajasthan",
Feature,Point,"[77.8507402155, 26.3568878952]",Madhya Pradesh,THR,Thara,NCR,"State Highway 2, Madhya Pradesh",
Feature,Point,"[75.73774364929999, 25.3152769684]",Rajasthan,THEA,Thalera,WCR,"Talera, Rajasthan",
Feature,Point,"[78.932709, 29.143805999999998]",Uttarakhand,ALJ,ALAI,NER,"National Highway 74, Uttarakhand",
Feature,Point,"[75.97927499999999, 23.087044000000002]",Madhya Pradesh,UDM,UNDASA MADHAWPU,WR,"State Highway 18, Madhya Pradesh",
Feature,Point,"[81.11757300000001, 24.548879000000003]",Madhya Pradesh,TZR,TURKI ROAD,WCR,"Rewa, Madhya Pradesh",
Feature,Point,"[75.642724, 18.184369]",Maharashtra,UPI,UPLAI,CR,"State Highway 77, Maharashtra",
Feature,Point,"[72.94796099999999, 23.351347999999998]",Gujarat,TOD,TALOD,WR,"Talod, Gujarat",
Feature,Point,"[76.1442991, 28.825698499999998]",Haryana,BNWC,Bhiwani City,NWR,"Bhiwani, Haryana",
Feature,Point,"[79.63389799999999, 10.764347]",Tamil Nadu,TVR,THIRUVARUR JN,SR,"Thiruvarur, Tamil Nadu",
Feature,Point,"[77.58327200000001, 29.915727999999998]",Uttar Pradesh,TPZ,TAPRI JN,NR,"Saharanpur, Uttar Pradesh",
Feature,Point,"[72.79082100000001, 20.153499]",Gujarat,UBR,UMBARGAM ROAD,WR,"Umbergaon, Gujarat",
Feature,Point,"[92.78774656355381, 26.617781357717547]",Assam,TZTB,Tezpore,NFR,"Tezpur, Assam",
Feature,Point,"[71.44363799999999, 25.788344000000002]",Rajasthan,UTL,UTARLAI,NWR,"Barmer, Rajasthan",
Feature,Point,"[80.25119000000001, 12.989302]",Tamil Nadu,TYMR,Tiruvanmiyur,SR,"Chennai, Tamil Nadu",
Feature,Point,"[90.047264, 26.295354]",Assam,TPK,TIPKAI,NFR,"Dhubri, Assam",
Feature,Point,"[79.077782, 12.238103]",Tamil Nadu,TNM,TIRUVANNAMALAI,SR,"Thiruvannamalai, Tamil Nadu",
Feature,Point,"[78.258693, 9.821456999999999]",Tamil Nadu,TVN,TIRUPPUVANAM,SR,"Tiruppuvanam, Tamil Nadu",
Feature,Point,"[77.139253, 31.0758]",Himachal Pradesh,TVI,Taradevi,NR,"Shimla, Himachal Pradesh",
Feature,Point,"[80.981217, 28.378823]",Uttar Pradesh,TQN,TIKUNIA,NER,"Tikapur Municipality, Uttar Pradesh",
Feature,Point,"[88.148864, 23.822157]",West Bengal,TYAE,TENYA,ER,"Tenya, West Bengal",
Feature,,,Gujarat,UMPD,Umarpada,WR,"Umarpada to Jumavadi, Gujarat",
Feature,,,Gujarat,UNI,Unai Vansada Road,WR,"Gujarat, Gujarat",
Feature,Point,"[80.022581618, 20.8165878335]",Maharashtra,AJU,Arjuni,SECR,"Gondia, Maharashtra",
Feature,Point,"[78.344217489, 9.773153933800002]",Tamil Nadu,TPC,TIRUPPACHETTI,SR,"Thiruppachethi, Tamil Nadu",
Feature,Point,"[83.311179, 25.526193]",Uttar Pradesh,TRN,TARAON,NER,"Tranav Railway Station, Uttar Pradesh",
Feature,Point,"[76.670581, 21.427444]",Maharashtra,TTZ,Tukaithad,SCR,"Akot, Maharashtra",
Feature,Point,"[79.929175, 12.754406]",Tamil Nadu,VB,VILLIYAMBAKKAM,SR,"State Highway 58, Tamil Nadu",
Feature,Point,"[75.643654, 31.860857]",Punjab,UCB,UNCHI BASSI,NR,"National Highway 1A, Punjab",
Feature,Point,"[71.705115, 21.905096]",Gujarat,UJ,UJALVAV,WR,"State Highway 31, Gujarat",
Feature,Point,"[81.674075, 16.752035]",Andhra Pradesh,TNKU,TANUKU,SCR,"131, Andhra Pradesh",
Feature,Point,"[80.813991, 16.488886]",Andhra Pradesh,TNRU,TENNERU,SCR,"Manthena, Andhra Pradesh",
Feature,Point,"[92.68336699999999, 26.436293]",Assam,TRBE,Tarabari,NFR,"Nagaon, Assam",
Feature,Point,"[92.00541, 26.135912]",Assam,TTLA,TETELIA,NFR,"Tetelia-Maloibari Rd, Assam",
Feature,Point,"[79.08496134640001, 22.055305150200002]",Madhya Pradesh,UIH,Umaria Ispa Halt,SECR,"Umaria Ispa, Madhya Pradesh",
Feature,Point,"[78.879298, 21.874783]",Madhya Pradesh,ULA,Umra Nala,SECR,"Umranala Station, Madhya Pradesh",
Feature,Point,"[76.678489, 12.168831]",Karnataka,TXM,TANDAVAPURA,SWR,"Thandavapura, Karnataka",
Feature,Point,"[76.954267, 30.845271]",Himachal Pradesh,TSL,Taksal,NR,"Parwanoo, Himachal Pradesh",
Feature,Point,"[73.381517, 22.153761]",Gujarat,TWV,Thuwavi,WR,"SH 11, Gujarat",
Feature,Point,"[95.356367, 27.4864]",Assam,TSK,Tinsukia Junction,NFR,"Tinsukia, Assam",
Feature,Point,"[86.017399, 20.396528]",Orissa,KDRP,Kandarpur,ECoR,"Jagatsinghpur Rd, Orissa",
Feature,Point,"[83.12594999999999, 27.189993]",Uttar Pradesh,UB,Uska Bazar,NER,"State Highway 1A, Uttar Pradesh",
Feature,Point,"[76.694727, 11.404584999999999]",Tamil Nadu,UAM,Udagamandalam,SR,"Ooty, Tamil Nadu",
Feature,Point,"[78.070201, 11.931538000000002]",Tamil Nadu,TPP,Toppur,SWR,"Dharmapuri, Tamil Nadu",
Feature,Point,"[70.853196, 21.689791]",Gujarat,VDV,Vadiya Devli,WR,"Vadiya, Gujarat",
Feature,Point,"[87.232537, 23.653692]",West Bengal,UKA,UKHRA,ER,"Ukhra, West Bengal",
Feature,Point,"[76.27447, 19.532217]",Maharashtra,UPR,USMANPUR,SCR,"D1, Maharashtra",
Feature,Point,"[79.01509300000001, 9.30813]",Tamil Nadu,UCP,UCHIPPULI,SR,"Uchipuli, Tamil Nadu",
Feature,Point,"[80.79457, 24.38137]",Madhya Pradesh,UHR,UNCHHERA,WCR,"Unchhera, Madhya Pradesh",
Feature,Point,"[76.022663, 18.248154]",Maharashtra,UMD,USMANABAD,CR,"National Highway 211, Maharashtra",
Feature,Point,"[76.08875499999999, 21.255951999999997]",Madhya Pradesh,WGA,WAGHODA,CR,"East Nimar, Madhya Pradesh",
Feature,Point,"[74.822126, 16.669705]",Karnataka,UGR,UGAR KHURD,SWR,"Belgaum, Karnataka",
Feature,Point,"[73.04360399999999, 23.948406000000002]",Gujarat,VAE,Vadali,WR,"Vadali, Gujarat",
Feature,,,Gujarat,VASO,Vaso,WR,"Rampur, Gujarat",
Feature,Point,"[76.64117200000001, 18.929472999999998]",Maharashtra,VDGN,VADGAON NILA,SCR,"State Highway 169, Maharashtra",
Feature,,,Bihar,VDNP,Baijnath Andoli,ECR,"Baijnath Andoli, Bihar",
Feature,Point,"[77.147986, 20.103101]",Maharashtra,WHM,WASHIM,SCR,"Washim, Maharashtra",
Feature,,,Andhra Pradesh,VEP,Velpuru Road,SCR,"Station Rd, Andhra Pradesh",
Feature,Point,"[72.76033699999999, 19.754447000000003]",Maharashtra,UOI,UMROLI,WR,"Boisar, Maharashtra",
Feature,Point,"[72.84363, 19.099273999999998]",Maharashtra,VLP,VILE PARLE,WR,"Mumbai, Maharashtra",
Feature,,,Gujarat,VLC,Velachha,WR,"SH 166, Gujarat",
Feature,,,Maharashtra,VLN,Vilegaon,CR,"Vilegaon, Maharashtra",
Feature,,,Tamil Nadu,VMM,Valaramanikkam,SR,"State Highway 28, Tamil Nadu",
Feature,Point,"[71.43129599999999, 23.800674]",Gujarat,VRX,VARAHI,WR,"Banaskantha, Gujarat",
Feature,,,Gujarat,VOL,Virol,WR,"Anand, Gujarat",
Feature,Point,"[72.90912700000001, 20.374337999999998]",Gujarat,VAPI,VAPI,WR,"Valsad, Gujarat",
Feature,Point,"[75.934385, 13.667160999999998]",Karnataka,KRNH,Karanahalli,SWR,"Bangalore Honavar Rd, Karnataka",
Feature,Point,"[72.918698, 20.461236]",Gujarat,UVD,UDVADA,WR,"Udvada, Gujarat",
Feature,Point,"[74.771733, 13.336341000000001]",Karnataka,UD,UDUPI,KR,"Udupi, Karnataka",
Feature,Point,"[80.21921699999999, 12.967092000000001]",Tamil Nadu,VLCY,Velachery,SR,"Chennai, Tamil Nadu",
Feature,Point,"[82.530022, 25.573159999999998]",Uttar Pradesh,VNN,BHANAUR,NR,"State Highway 36, Uttar Pradesh",
Feature,Point,"[72.93641500000001, 20.874651]",Gujarat,VDH,VEDCHHA,WR,"Navsari, Gujarat",
Feature,Point,"[70.492663, 21.611243]",Gujarat,VAL,VADAL,WR,"Vadal, Gujarat",
Feature,Point,"[74.931669, 31.665699]",Punjab,VKA,Verka Junction,NR,"Amritsar, Punjab",
Feature,Point,"[75.883133, 29.498980000000003]",Haryana,UKN,Uklana,NR,"State Highway 2, Haryana",
Feature,Point,"[85.80234268800001, 25.601974857400002]",Bihar,VPN,VIDYAPATINAGAR,ECR,"Raod For VIDYAPATI DHAM, Bihar",
Feature,Point,"[80.780125, 16.492803000000002]",Andhra Pradesh,UPL,UPPALUR,SCR,"Krishna, Andhra Pradesh",
Feature,Point,"[75.12425499999999, 15.377158999999999]",Karnataka,UNK,UNKAL,SWR,"Hubli, Karnataka",
Feature,Point,"[74.85477900000001, 12.791319999999999]",Karnataka,ULL,ULLAL,SR,"Someshwar, Karnataka",
Feature,Point,"[72.05519899999999, 21.746198]",Gujarat,VTJ,VARTEJ,WR,"Bhavnagar, Gujarat",
Feature,Point,"[88.383365, 22.269458]",West Bengal,UTN,Uttar Radhanagar Halt,ER,"Sherpur Dhamua Rd, West Bengal",
Feature,Point,"[76.252871, 10.788139]",Kerala,VDKS,Vadanam Kurussi Halt,SR,"Shornur Perinthalmanna Hwy, Kerala",
Feature,Point,"[71.036053, 20.819025]",Gujarat,UNA,Una,WR,"Una, Gujarat",
Feature,Point,"[76.27566, 31.478782000000002]",Himachal Pradesh,UHL,Una Himachal,NR,"Una, Himachal Pradesh",
Feature,Point,"[73.119782, 22.693375999999997]",Gujarat,UMH,Umreth,WR,"Umreth, Gujarat",
Feature,Point,"[80.299391, 26.804337999999998]",Uttar Pradesh,UGU,Ugu,NR,"Unnao, Uttar Pradesh",
Feature,Point,"[78.251864, 30.074509]",Uttarakhand,VRH,VIRBHADRA,NR,"Rishikesh, Uttarakhand",
Feature,Point,"[88.3552, 23.413186]",West Bengal,VSPR,BISHNUPRIYA,ER,"Nabadwip, West Bengal",
Feature,,,Gujarat,VRJ,Vadaj,WR,"State Highway 160, Gujarat",
Feature,,,Maharashtra,VRKD,Varkhedi,CR,"Jalgaon, Maharashtra",
Feature,,,Gujarat,VSI,Vishvamitri,WR,"Vadodara, Gujarat",
Feature,Point,"[78.796975, 10.46709]",Tamil Nadu,VEL,Vellanur,SR,"Pudukkottai, Tamil Nadu",
Feature,Point,"[75.97657, 18.317377999999998]",Maharashtra,YSI,YEDESHI,CR,"National Highway 211, Maharashtra",
Feature,,,Maharashtra,VUL,Virul,CR,"Wardha, Maharashtra",
Feature,Point,"[77.61399, 8.376159999999999]",Tamil Nadu,VLY,VALLIYUR,SR,"Vallioor, Tamil Nadu",
Feature,Point,"[79.125213, 12.923646999999999]",Tamil Nadu,VT,VELLORE TOWN,SR,"Vellore - 632008, Tamil Nadu",
Feature,Point,"[73.502962, 22.79511]",Gujarat,VKG,Vavadi Khurd,WR,"National Highway 59, Gujarat",
Feature,Point,"[78.455417, 17.972607]",Andhra Pradesh,WDR,WADIARAM,SCR,"Telangana Region, Andhra Pradesh",
